feature,importance
PC9,176.74937774241945
PC8,162.1052396797824
PC2,144.71296287278972
PC14,123.36677392342636
PC12,116.37062142095023
PC10,103.71149082631483
PC15,94.02202221978952
PC16,92.70223609001538
PC18,90.02394338225497
PC4,89.68777432595233
PC5,89.37279503177245
PC3,88.02511838666867
PC11,87.0261455189373
PC1,86.68990614769321
PC17,86.35653050392672
PC7,81.36947745051505
PC13,68.68663818416854
PC6,67.68761294873455
