feature,importance
PC8,0.20048976618525458
PC9,0.19051931845756562
PC2,0.09711570972717441
PC10,0.09104324107790557
PC5,0.06509890198224433
PC12,0.06406479287708802
PC16,0.0537172242472791
PC14,0.05040521086188328
PC3,0.048172329272230724
PC7,0.046671445998257295
PC11,0.02669730870120359
PC15,0.02646092194848959
PC1,0.025792271216753055
PC17,0.024259913250622458
PC18,0.022649001526392414
PC4,0.022271633497317474
PC6,0.014444484000090076
PC13,0.009163647726726362
