PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
0.07285765558651872,1.9721207842332105,-0.37379228563192174,-1.0147887530311446,0.002523468735700863,-1.6875634556562262,-0.8337688870839076,1.8148243997278735,-0.5617939214890848,-1.3754557748987117,-0.1537991573910453,-0.41839380996398734,-1.5849483708462129,-0.04278208713598727,0.5503651406519622,-1.1062935096810689,-0.0016916146883800406,-0.3915840519721781
-1.6348864164747083,-1.6206376250617134,-0.8258399678361608,1.3328013175498168,-0.7135069860494669,1.7019209452192148,-0.29001217575487015,-0.12516340167557813,0.9979592037561612,-0.9954751949072248,0.9073247499126507,-1.1460764491905078,0.5982152952784806,-1.0886841934712899,-0.62186792310037,0.19845097494116204,0.5121533183758716,-0.31476476510899737
0.0674341251523403,1.1430790093856928,-0.01290930424384275,-1.68687231550229,0.3356019475150314,-1.470112008539853,0.8260292250808517,-1.658515479028296,1.2017866381829618,-1.1935039636683615,1.2997028844546628,-0.576786872929232,-0.37757501397376014,0.04381101899367593,-0.3159530630737494,-0.023467066025817086,0.3845837332873688,-0.31137074724622954
-0.9591067838169518,0.41990989388410777,1.518682640291818,0.5163875991612892,-0.22038080386495118,4.495378782009219,-2.022707122119013,-1.9088104097384873,1.6408113102748292,-0.8241788240077076,0.4607239767593412,-0.5657808284129193,1.9926815728150797,-1.154257008859934,-0.10623292412489399,0.26387943533401,0.06954387036387337,-0.5443536188368511
-1.3989991457621136,-0.6524608695627918,0.8805933133033593,1.35118161062872,-1.0458840543898287,-0.7711119456673975,-0.7091799233426989,-1.2732367740803874,0.010899549439919868,0.27172597776293195,-1.415160290446294,0.664071062215349,-0.02769154633854488,0.4522891714594881,-0.2724982744839211,0.13200612062117612,0.05026367227649932,-0.3628662138730274
0.6893338405245412,1.203990939690049,-1.001891913594644,-0.6162873500864491,0.8753565309564325,1.6892268257637608,0.5371005265327954,1.0692048441285253,0.7834004007216206,1.367541806075085,-0.4707321180701947,0.8031754142848059,-1.3751336569667405,0.19466956880777433,0.2083666469205028,-0.46216245283067453,-0.049936103354281676,-0.7934315593354239
0.009988672022666989,1.469331383649251,-1.5326597460233375,-0.47658933977765633,1.1477575909213518,1.4465992764037692,0.04770463255678797,0.959819960679013,0.5368926476641107,-0.12097125948098482,0.6469285707595868,0.4341512542728809,-0.08778956066864961,0.6999780178636726,-0.24165445414463999,-0.23374488631302076,-0.3338117056801985,-0.42072886499065143
0.6727091236239878,-2.616529248276427,-1.7827178466164035,0.6606863981729446,1.0830593199204808,0.6101565812758166,-0.05901150855887754,1.3465089894049822,0.8529784000035143,-0.1686149275010602,-0.32534896261831653,0.9402843506151486,-0.8878393650004831,-1.2218490646024023,-1.5470523800269613,-1.0448405103131075,-0.2144861475617491,0.9610927887549208
1.0207644242512126,-2.595275867061602,0.25432548656530085,-0.7632817279100997,-0.7585428534151677,0.7426691254914497,0.5533141377778762,-0.5572124331982007,-1.3202490514866352,0.11337521372214142,1.8179178890838248,-0.8473388596531224,-0.539038762768198,0.06759025942904619,0.7771380121747652,0.14782703321475724,0.29183631734147214,-0.6835894835965112
0.008167532964263398,-1.3309510381955292,-0.8256729022949509,-0.17327312760285707,-1.679438265902152,-0.9058168442281543,-0.19879479477287856,-0.4382563916171537,-0.6757734820415608,-0.2763140612664035,-1.118145553304907,0.28115057076472016,-0.777990065288629,0.9082666766003611,0.457208615814101,-0.6243975396690228,1.5476603769783996,0.1051138648222873
-1.3461957586591593,0.7689294907094631,0.2975491016278671,0.23345135448968213,-0.5556677218871887,0.13902619098915686,0.5438474287292245,-0.029328660425828067,0.04489784329069895,-0.06360356753132246,0.5036363041045633,-0.8187496711096441,-0.9528412687607626,1.3615032248475136,-0.8920332279084698,0.5488674531907386,0.31132129119511426,-0.3669653020007092
0.4492709852653044,2.435754304084627,-1.2900207587887047,-0.9837849988744568,3.4789548276824958,-1.6662406156728047,-1.705658385389546,-1.7687326175636597,1.9452140370974866,0.1786275762915429,1.1004363089734652,1.1360888455393097,-0.8387255522813453,0.6927504505505465,-0.3653007768723683,0.6134122123926309,-0.07477277566906447,-0.616528204815435
-0.3361243681975267,1.1833425305922194,0.12735849562348694,-0.30363866696004066,0.23364939250902717,-1.0567983352410912,0.19225428723466859,0.5434162007746398,1.6362568770816104,1.3249444823029763,-0.4323114837634827,0.29137316280734427,-1.0476847421365307,-0.12992604241047137,-0.7983895229727007,-0.05093042080442137,-1.8524032447264263,-0.5608179537163956
