feature,importance
PC8,0.2414012964029321
PC9,0.2125824614615309
PC2,0.14564531727986393
PC10,0.13701516779117362
PC14,0.09426614599066657
PC5,0.07344474591531121
PC12,0.06454952967160357
PC7,0.062090174090758905
PC3,0.060002078858655515
PC16,0.04570485863388008
PC4,0.042627757381263655
PC15,0.039513279222292044
PC1,0.035285141823808416
PC11,0.03120662282173965
PC17,0.030519332941743325
PC18,0.025551174735616085
PC6,0.02393969275947979
PC13,0.015794346721248076
